"","x5","y5","zeros"
"1",0.799969538451337,0.00698122839869915,0
"2",0.799878156125113,0.0139619251498268,0
"3",0.799725859980446,0.0209415586462985,0
"4",0.799512661615277,0.0279195973620008,0
"5",0.799238577265486,0.0348955098922688,0
"6",0.798903627803659,0.0418687649943551,0
"7",0.798507838737494,0.0488388316278855,0
"8",0.798051240207859,0.0558051789953002,0
"9",0.797533866986502,0.062767276582276,0
"10",0.796955758473397,0.0697245941981265,0
"11",0.796316958693743,0.0766766020161792,0
"12",0.795617516294619,0.0836227706141228,0
"13",0.79485748454127,0.0905625710143254,0
"14",0.794036921313058,0.097495474724118,0
"15",0.793155889099048,0.104420953776041,0
"16",0.792214454993256,0.111338480768052,0
"17",0.791212690689533,0.118247528903689,0
"18",0.79015067247611,0.125147572032185,0
"19",0.789028481229785,0.132038084688542,0
"20",0.787846202409766,0.138918542133544,0
"21",0.786603926051164,0.145788420393718,0
"22",0.785301746758131,0.152647196301236,0
"23",0.783939763696664,0.159494347533758,0
"24",0.782518080587045,0.166329352654207,0
"25",0.781036805695947,0.173151691150482,0
"26",0.779496051828188,0.179960843475092,0
"27",0.777895936318141,0.186756291084724,0
"28",0.776236581020797,0.193537516479734,0
"29",0.774518112302486,0.200304003243553,0
"30",0.772740661031255,0.207055236082017,0
"31",0.770904362566898,0.213790700862605,0
"32",0.769009356750655,0.220509884653599,0
"33",0.767055787894555,0.227212275763138,0
"34",0.765043804770428,0.233897363778189,0
"35",0.762973560598582,0.240564639603419,0
"36",0.760845213036123,0.247213595499958,0
"37",0.75865892416496,0.253843725124074,0
"38",0.756414860479453,0.260454523565725,0
"39",0.754113192873743,0.267045487387017,0
"40",0.751754096628727,0.273616114660535,0
"41",0.749337751398718,0.280165905007574,0
"42",0.746864341197761,0.28669435963624,0
"43",0.74433405438562,0.293200981379438,0
"44",0.74174708365343,0.29968527473273,0
"45",0.739103626009029,0.306146745892072,0
"46",0.736403882761952,0.312584902791419,0
"47",0.733648059508099,0.318999255140197,0
"48",0.730836366114081,0.32538931446064,0
"49",0.727969016701235,0.331754594124991,0
"50",0.72504622962932,0.33809460939256,0
"51",0.722068227479889,0.344408877446636,0
"52",0.719035237039334,0.350696917431262,0
"53",0.71594748928162,0.356958250487847,0
"54",0.712805219350694,0.363192399791637,0
