"","x5","y5","zeros"
"1",0.933730513635258,0.0081485427446922,0
"2",0.978864832601089,0.0170861492090008,0
"3",0.905490949914466,0.0237111149960688,0
"4",0.762111355021283,0.0266135149557417,0
"5",0.643502372156287,0.0280959203322077,0
"6",0.627948065052895,0.0329093635945049,0
"7",0.725431799232989,0.0443693095815697,0
"8",0.8710854937579,0.0609122315087286,0
"9",0.968196317748309,0.0761987027481025,0
"10",0.952247143292704,0.0833108299130577,0
"11",0.83356876988824,0.0802635434597317,0
"12",0.690395761722322,0.0725635185664888,0
"13",0.616994270824701,0.0702976175650425,0
"14",0.661267924717903,0.0811934917756627,0
"15",0.793155889099048,0.104420953776041,0
"16",0.924678721394999,0.129955119336393,0
"17",0.96826031826593,0.144707474131468,0
"18",0.894649427759459,0.141698548902349,0
"19",0.752117625961718,0.125861325864557,0
"20",0.634329866658327,0.111849470161066,0
"21",0.618280348387944,0.114591489270158,0
"22",0.713434272595589,0.138677574456574,0
"23",0.855682594965078,0.174090591522483,0
"24",0.949967337510789,0.201921790960119,0
"25",0.933226291576198,0.206891287880507,0
"26",0.815960978805495,0.188379435205869,0
"27",0.67501789050128,0.162057457508425,0
"28",0.602540118963324,0.150230124494018,0
"29",0.645012808638361,0.166811654448661,0
"30",0.772740661031254,0.207055236082017,0
"31",0.899805419862294,0.249538127805882,0
"32",0.941088601432765,0.269852814051055,0
"33",0.868500205851805,0.257261481350649,0
"34",0.729254955795547,0.222955614592478,0
"35",0.614303801272378,0.193689244544937,0
"36",0.598033683542378,0.194312922793635,0
"37",0.68922968775273,0.230613027583939,0
"38",0.825638729732368,0.284290213248257,0
"39",0.915484152747754,0.32418994134551,0
"40",0.898237679271614,0.326931778551219,0
"41",0.784391869148267,0.293272102586987,0
"42",0.648090276023447,0.248778548421577,0
"43",0.577776338610804,0.227592152341242,0
"44",0.617721344571681,0.249575623465115,0
"45",0.739103626009029,0.306146745892072,0
"46",0.859536198122554,0.364851469723574,0
"47",0.897814597710031,0.390380897504894,0
"48",0.827490704628279,0.368422598526683,0
"49",0.693914531148044,0.316235070939747,0
"50",0.583766827529469,0.27221494225384,0
"51",0.56755449656514,0.270709608334394,0
"52",0.653232191861851,0.318602627871332,0
"53",0.781467956923634,0.389625550605215,0
"54",0.865336780311046,0.440911111952047,0
"55",0.847879971236159,0.441378375848307,0
"56",0.7394015971354,0.393146802982453,0
"57",0.610073657238281,0.331242969396791,0
"58",0.543126644914788,0.301060015361441,0
"59",0.579860497034668,0.328069284368645,0
"60",0.692820323027551,0.4,0
"61",0.804560073724479,0.473922101838356,0
"62",0.839178737299245,0.504229455568391,0
"63",0.772322608024796,0.473279902895883,0
"64",0.646701036483141,0.404103657546311,0
"65",0.543241441516788,0.346082966828539,0
"66",0.527364294795838,0.342474377421667,0
"67",0.606057712058036,0.40114084886251,0
"68",0.723926050708089,0.488294286766708,0
"69",0.800383255646535,0.55008817118943,0
"70",0.783014801816114,0.548272866761425,0
"71",0.681759958794695,0.486294652578004,0
"72",0.561618509033394,0.408039731327724,0
"73",0.499183903741125,0.3693766580492,0
"74",0.532078075625688,0.400949588858638,0
"75",0.634682672232988,0.487009143206976,0
"76",0.735817703398786,0.574883795394654,0
"77",0.766184296028967,0.609450507848296,0
"78",0.703939857469728,0.570039256908555,0
"79",0.588422307784612,0.485057918533557,0
"80",0.493421043824774,0.414029415888476,0
"81",0.478150743729574,0.40837931495942,0
"82",0.548513416769966,0.476815438712396,0
"83",0.653997569054705,0.578608172300868,0
"84",0.721734951569749,0.649853069304508,0
"85",0.704752032044278,0.645786256914298,0
"86",0.61245321853944,0.571121865841594,0
"87",0.503553912428879,0.477854820325654,0
"88",0.446699987574528,0.431373163707181,0
"89",0.47519165082284,0.466969534719032,0
"90",0.565685424949238,0.565685424949238,0
"91",0.654485288160729,0.66600906782385,0
"92",0.680080229027215,0.704243692967314,0
"93",0.623512500784353,0.657045081190782,0
"94",0.520075510258403,0.557712704051232,0
"95",0.435158075270758,0.47489170685192,0
"96",0.420755900869665,0.467296769194081,0
"97",0.481583904844311,0.544331584207698,0
"98",0.572879007672415,0.659021911586469,0
"99",0.630737562368873,0.738498801230476,0
"100",0.614430759609987,0.732250065165591,0
"101",0.532667233910866,0.646177025635741,0
"102",0.436873368771185,0.539493680861426,0
"103",0.386572910771895,0.485988754934895,0
"104",0.4101745651264,0.52499950237197,0
"105",0.487009143206978,0.63468267223299,0
"106",0.561954448184638,0.745738740449979,0
"107",0.582339800752946,0.786987073246422,0
"108",0.532416672340234,0.732808681966522,0
"109",0.4428300765595,0.620824870575416,0
"110",0.369449431400249,0.527628469046273,0
"111",0.356161807890302,0.51821864614869,0
"112",0.406414358786487,0.602534065379979,0
"113",0.481958327636784,0.728159603249434,0
"114",0.528948078602376,0.814508613916841,0
"115",0.513596406526379,0.806184871783829,0
"116",0.443767165226817,0.710175917367139,0
"117",0.362717800649636,0.591901654941752,0
"118",0.319831464287696,0.532288943824135,0
"119",0.33813927889877,0.57404658298196,0
"120",0.4,0.69282032302755,0
"121",0.459808411796902,0.812708616469172,0
"122",0.474635377032699,0.856264886508246,0
"123",0.432211047018582,0.796033723020863,0
"124",0.358007697474973,0.673314551438885,0
"125",0.297419405327747,0.571337361848996,0
"126",0.285473687631227,0.560273658390342,0
"127",0.324290950370479,0.650427021639606,0
"128",0.382791206991192,0.784838282216817,0
"129",0.418108146558878,0.876581958394636,0
"130",0.40397427653128,0.866325631729171,0
